,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
800,Bizlog,Logistics,Seed,10000000,Bangalore,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,2020,2016.0,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund
801,Tamasha.live,Gaming,Seed,3000000,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,2020.0,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque"
802,Fedo,AI startup,Seed,10000000,Bangalore,Artificial Intelligence based Credit Score for Health,2020,2017.0,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City
803,FabHotels,Hospitality,Seed,10000000,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,2015.0,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs"
804,Freshokartz,AgriTech,Pre-series A,10000000,"Jaipur, Rajastan","Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,2016.0,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs"
805,FlexiLoans,FinTech,Debt,60000000,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,2016.0,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud
806,Agrix,AgriTech,Seed,0,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,2020.0,"Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors
807,BharatAgri,AgriTech,Pre-series A,0,Pune,A Smart Farming Technology Platform for Indian Farmers,2020,2017.0,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient"
808,FreshtoHome,E-commerce,Series C,1210000000,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar"
809,Credable,FinTech,Seed,45000000,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,2017.0,Nirav Choksi,Oaks Asset Management
810,Railofy,Transportation,Seed,50000000,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,2019.0,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital"
811,Finova Capital,FinTech,Seed,550000000,"Jaipur, Rajastan",Finova Capital is a non-banking financial company.,2020,2016.0,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital"
812,Teachmint,Edtech,Seed,35000000,Bangalore,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,2020.0,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India
813,Peel-Works,E-commerce,Seed,30000000,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,2010.0,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle"
814,Janani,Fertility tech,Pre-seed,2000000,Bangalore,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,2020.0,Nilay Mehrotra,9Unicorns
815,Credgenics,FinTech,Seed,33000000,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala"
816,Finelistings,Luxury car startup,Seed,0,New Delhi,A Used Luxury Car Marketplace,2020,2015.0,Aneesh Mathur,Justdial
817,Wellversed,Healthcare,Pre-series A,0,New Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,2018.0,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan"
818,Nykaa,Cosmetics,Seed,0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif"
819,Jumbotail,E-commerce,Series B2,110000000,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,2015.0,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs)
820,Winzo,Gaming startup,Seed,20000000,New Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,2018.0,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures"
821,mCaffeine,Cosmetics,Series B,50000000,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital"
822,Pocket FM,FM,Series A,50000000,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,2018.0,Rohan Nayak,"Times Group, Lightspeed"
823,Snackible,Healthcare,Bridge,0,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,2015.0,,"Mumbai Angels, Murali Nair"
824,FreshtoHome,E-commerce,Seed,160000000,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar"
825,Jumbotail,Retail,Series B2,110000000,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,2020,2015.0,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures"
826,Nykaa,E-commerce,Seed,0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012.0,Falguni Nayar,"Katrina Kaif, Steadview Capital"
827,TagZ Foods,Food,Seed,0,Bangalore,TagZ Foods is a supplier of snacks and food products.,2020,2019.0,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi"
828,Genius Teacher,Edtech,Seed,20000000,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus"
829,Krimanshi Feeds,Nutrition sector,Seed,5000000,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City"
830,Origo,AgriTech,Debt,40000000,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,2020,2010.0,"Sunoor Kaul,",Northern Arc Capital
831,GetVantage,FinTech,Seed,50000000,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,2020,2019.0,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts"
832,Betterplace,Tech platform,Series B,100000000,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,2020,2015.0,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures
833,Biddano,Healthcare,Pre-series A,6000000,Mumbai,India's 1st tech-enabled healthcare logistics platform.,2020,2016.0,Talha Shaikh,Windrose Capital
834,InVideo,Video,Series A,150000000,Mumbai,InVideo enables you to transform your content into great videos.,2020,2017.0,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India"
835,Arzooo,Retail Tech,Series A,75000000,Bangalore,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",2020,2016.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group"
836,Hubilo,Tech company,Seed,45000000,"San Francisco, California, United States",World’s smartest virtual event platform that brings Experience & Intelligence together,2020,2020.0,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle"
837,BASIC Home Loan,FinTech,Seed,50000000,Gurugram,"A platform for automating home loans for middle and low-income households in India,",2020,2020.0,Atul Monga,Picus Capital
838,Ketos,AI startup,Seed,180000000,"San Francisco, United States",KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,2020,2015.0,Meena Sankaran,"Citi Ventures, Illuminated Funds Group"
839,SUGAR cosmetics,Cosmetics,Debt,20000000,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2020,2012.0,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd"
840,Signzy,FinTech,Seed,54000000,Bangalore,It is creating 'building blocks for a Digital Trust system.,2020,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners"
841,Ahaguru,Edtech,Series A,0,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",2020,2012.0,"Gomathi S, Dr Balaji Sampath",Anand Mahindra
842,Tekion,AI startup,Series C,1500000000,"San Ramon, California",It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,2020,2016.0,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures"
843,Brighteye Ventures,Edtech,Seed,54000000,"Paris, Ile-de-France, France",Education technology venture capital firm.,2020,2017.0,David guerin,Tandem
844,EzeRx,Medtech,Seed,2000000,Kolkata,Developer and manufacturer of medical devices,2020,2018.0,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty"
845,VitalTech,HeathTech,Seed,30000000,"Plano, Texas, United States","VitalTech is a develop technologies that empower patients to better care for their safety,",2020,2018.0,Anjan Panneer Selvam,Tech Mahindra
846,Genius Teacher,Edtech,Seed,20000000,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP."
847,Ultraviolette Automotive,Automobiles,Series B,40000000,Bangalore,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,2020,2014.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company
848,Tring,Social Media,Seed,0,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",2020,2019.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh"
849,Rare Planet,Retail startup,Pre-series A,4000000,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
850,GoodGamer,Gaming,Seed,25000000,Bangalore,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2020,2020.0,Charles Creighton,
851,InnAccel,Medtech,Pre-series A,15000000,Bangalore,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",2020,2012.0,Siraj Dhanani,Mount Judi Ventures
852,Tiliter,Retail,Seed,75000000,Sydney,Software that uses computer vision to recognise products without barcodes,2020,2017.0,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec"
853,Slintel,Sles and marketing,Seed,42000000,"San Francisco Bay Area, Silicon Valley, West Coast","Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",2020,2016.0,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners"
854,SoOLEGAL,LegalTech,Seed,40000000,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",2020,2015.0,Manish Kaul,
855,HobSpace,Edtech,Seed,2000000,Mumbai,India's Activity Hub for Kids,2020,2019.0,"Priya Goel Sheth, Harsh Jain",Artha Venture
856,Supplynote,SaaS startup,Seed,5000000,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,2015.0,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV"
857,Hire Me Car,Car Service,Seed,0,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,2020,0.0,Pankaj Sharma,
858,ShopUp,E-commerce,Series A,220000000,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,2017.0,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital"
859,Harmonizer India,Tech Startup,Seed,0,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,2019.0,M R Srinivas,Kapil Dev
860,Zomato,FoodTech,Seed,520000000,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2020,2008.0,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management"
861,Dukaan,Tech Startup,Seed,60000000,Mumbai,Developer of an android application designed for businesses to sell online.,2020,2020.0,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners."
862,CredR,Bike marketplace,Seed,20000000,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2020,2014.0,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius"
863,Satyukt,Agri tech,Seed,5000000,Bangalore,An agritech company that provides business to business (B2B) agricultural data,2020,2018.0,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)"
864,RACEnergy,Automobiles,Seed,0,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,2018.0,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)"
865,TREAD,Fitness startup,Pre-seed,11000000,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,2020,2020.0,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal"
866,Anveshan,FoodTech,Pre-seed,1000000,Bangalore,Provide quality and healthy food products,2020,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital
867,TeaMonk,Food & Bevarages,Pre-series A,9000000,Bangalore,India's Finest Specialty Tea company.,2020,2016.0,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures"
868,Fleetx,Tech Startup,Pre-series B,30000000,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,2017.0,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat"
869,ReNEWate,Real Estate,Pre-seed,0,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,2018.0,Supratik Ghatak,Real Estate Accelerator Program
870,Tango Eye,SaaS startup,Seed,0,Chennai,Retail Video Analytics SaaS product,2020,2018.0,Surender Gounder,"Riso Investments, Lenskart"
871,Rare Planet,Reatil startup,Pre-series A,0,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
872,Avataa Me,AR platform,Series A,70000000,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,2014.0,Gaurav Baid,Sequoia Capital India
873,Arrival,EV startup,Seed,1180000000,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,2015.0,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company"
874,Cover Genius,FinTech,Seed,150000000,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,2014.0,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital"
